"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MRPL35",469.860603906513,0.456501909856306,0.119802714715842,3.81044712500108,0.00013871567941167,0.0178139828132956
"CTSC",2394.54024187334,1.33259001837556,0.349791064883015,3.80967426604003,0.0001391499985416,0.0178139828132956
"KARS",1683.41228819621,0.414769081869978,0.108945239392193,3.80713360385437,0.000140586803748508,0.0178769348936451
"RNU6-146P",105.235044983907,0.962126251236815,0.252865130576906,3.80489887649494,0.000141862135262841,0.0178769348936451
"ETHE1",422.435247560178,0.7764132175859,0.204109681396002,3.80390196229618,0.000142434569532245,0.0178769348936451
"NAA20",992.293272305765,0.478558009874698,0.125957030138795,3.79937514680495,0.000145061369263386,0.0180517541134571
"CBX3",2247.1607630938,0.395636984141001,0.104162323283456,3.79827342238092,0.000145707539841996,0.0180517541134571
"SMOC1",21.2042182438939,-2.05940267886465,0.543090715906699,-3.79200494235377,0.000149435939400827,0.0181439848841559
"DYRK4",328.589786056057,0.527846377321943,0.139333762377097,3.78835946375554,0.000151645333733862,0.0181439848841559
"WDR12",389.545748236122,0.465581417277444,0.122952394315612,3.78668036412795,0.000152673286952261,0.0181439848841559
"GHITM",2635.21924660435,0.390207862786317,0.103048047925346,3.78665943355867,0.000152686142046869,0.0181439848841559
"MYO15A",51.3707735057183,-1.01216942560256,0.267343832884264,-3.78602122473772,0.000153078605391729,0.0181439848841559
"ELF4",493.376929182942,-0.631894548557548,0.166914903852631,-3.78572873945065,0.000153258784904774,0.0181439848841559
"GYG1",715.890519062109,0.52582126214421,0.138917936946387,3.78512144437578,0.0001536335342392,0.0181439848841559
"SMIM15",576.097914595115,0.32441414214052,0.0857847137669662,3.78172436434059,0.000155745759760796,0.0181439848841559
"SGK1",8292.23926445438,0.86309485077305,0.228312411658145,3.78032383130083,0.00015662451076395,0.0181439848841559
"ANGPT2",361.546076965326,-1.66342472693693,0.440031504140306,-3.78024007664355,0.000156677209416289,0.0181439848841559
"LDHB",5880.08130185983,0.586746867921842,0.15524184582784,3.77956642291236,0.000157101681446885,0.0181439848841559
"FKBP11",3150.1221799575,1.34860385879562,0.356917282066874,3.77847732949769,0.000157790213802741,0.0181439848841559
"HSD17B10",1511.42766440734,0.621965142246732,0.164720146024537,3.77588993974108,0.000159437384478018,0.0182242624650677
"TMEM108",78.2434488425276,-0.967196366947198,0.256307257816069,-3.77358165815685,0.000160920514948162,0.0182849505831335
"P3H3",56.7218893092546,-1.34467393995942,0.356990723559398,-3.76669154467732,0.000165425175876518,0.0186862332491575
"EXOSC3",333.452321158649,0.571820538812702,0.152291412412147,3.75477861657215,0.000173494757807187,0.019483156924979
"SLC12A5",36.6725404948691,-1.05689977505431,0.282157950836229,-3.74577349999173,0.000179838797473641,0.0199705522745914
"FBXO3",588.993126893928,0.670185489024288,0.178922854533224,3.74566731998926,0.000179914885356679,0.0199705522745914
"MRPS18C",660.722902040549,0.559649581306228,0.149630183553828,3.74021850414224,0.000183860353078076,0.0201937824755571
"FAM189B",338.507565364316,-0.764271686508819,0.204404295631888,-3.73901969205773,0.000184739257028534,0.0201937824755571
"NUP37",215.250043097113,0.56694962492609,0.151649386775007,3.73855534125725,0.000185080753824822,0.0201937824755571
"SERPINE1",17616.4437618769,1.5081858142725,0.403987476718984,3.73324892771763,0.00018902561174939,0.0203495646600155
"RAB3D",177.720169484973,0.842978329044545,0.225811914762813,3.73309942449222,0.000189137890788227,0.0203495646600155
"HSPE1",2391.15261230093,0.486480725544837,0.130341018890182,3.73236859499095,0.00018968765683189,0.0203495646600155
"GALNT17",80.0510055767835,-1.70740639911817,0.45771705324067,-3.73026608257134,0.000191277658054461,0.0204061381534434
"MAP3K8",299.509465147589,1.31878380401455,0.354100373256766,3.72432198216935,0.000195840846973025,0.0206048209849411
"RBFOX3",8.15354218344563,-2.21226624637985,0.594202960382873,-3.7230818320972,0.000196805698741197,0.0206048209849411
"CD82",513.25333690002,0.973068341991515,0.261399980096461,3.72252645785374,0.000197239233051262,0.0206048209849411
"MRPL21",491.921764549379,0.510448796653742,0.137133374132437,3.72227985990321,0.000197432019019381,0.0206048209849411
"POLN",57.9543853433269,-0.951836785063603,0.255858339964598,-3.72017103368725,0.000199087908625816,0.0206653249153597
"AC022509.2",10.3509268092375,2.20987853629937,0.59593203779449,3.70827274948667,0.000208677818358973,0.021544301859932
"ARHGEF9",223.03260878668,-0.480255024753165,0.129771040973724,-3.70078733398159,0.000214931552475524,0.0220467883512753
"QPCTL",277.062436904479,-0.794875577131275,0.214847742313072,-3.69971575485768,0.000215841077437887,0.0220467883512753
"PPP1R26",231.614318995536,-0.732760417742785,0.198239875713103,-3.69633210829516,0.000218736796515929,0.022224352928547
"LIPE",709.926122287039,-0.896895347397489,0.242938528192255,-3.69186128718006,0.00022261887747308,0.0224997384427135
"DLG4",261.203522055367,-0.57857373123524,0.156804536901651,-3.68977672883359,0.000224450955296378,0.0225661345264731
"CHODL",55.0813806329576,1.48951712661517,0.404211264341817,3.68499657979738,0.000228705711548573,0.0226651517019293
"PPM1J",19.6962292210632,-1.23536817221225,0.335329725416333,-3.68404015086483,0.000229566056228933,0.0226651517019293
"GRPEL1",853.558751447974,0.635582705243581,0.172550936235322,3.68344976336022,0.000230098647755214,0.0226651517019293
"AC245060.5",32.7358425629634,-1.18198615491299,0.32089670214991,-3.68338517346562,0.000230156984943822,0.0226651517019293
"ANPEP",810.106362846795,1.98022353187386,0.538617827651635,3.67649088131302,0.000236464303705748,0.0230019525032453
"ANKRD18EP",11.4141863321857,1.68629833700761,0.458698584301083,3.67626671352608,0.000236672083376237,0.0230019525032453
"SCN3A",139.382720360234,1.69231679375433,0.460402954780556,3.67572965416988,0.000237170577287016,0.0230019525032453
"VWCE",83.8875529773377,-0.887496096965101,0.241574434888321,-3.67379974364996,0.000238970046446018,0.0230600090547884
"HNRNPK",8892.49100346525,0.346458116844821,0.094390492812644,3.67047683003951,0.000242098415697543,0.0232450793831996
"AC010197.2",4105.66005935946,1.11087557965973,0.303185691744006,3.66401057144112,0.000248296530030113,0.0237215834137724
"AC244453.1",8.61224189950466,-1.5994272069938,0.43746045508641,-3.65616409071278,0.000256017509319837,0.0243381397597467
"FBXO32",3654.71304865595,-1.06633949362785,0.2923808942969,-3.64709019784661,0.00026522684037126,0.0248856728617844
"C11orf97",13.8530052356195,2.60154351119477,0.713597938173013,3.6456712835457,0.000266694707929779,0.0248856728617844
"NDUFA9",780.986195468949,0.492547127380513,0.135143519998082,3.64462260112436,0.000267784460764222,0.0248856728617844
"C4orf50",25.1663084893021,-1.211549027568,0.332439988604764,-3.64441423744724,0.00026800148123727,0.0248856728617844
"AC022415.1",33.7589614785172,-1.07507012872015,0.295022069432558,-3.64403290502275,0.000268399083745068,0.0248856728617844
"RPL17P22",51.2610496387767,-1.46535127207476,0.402245299374951,-3.64292951179733,0.000269552671731039,0.0248856728617844
"RFC3",144.220393446859,0.806710289436345,0.221681121797099,3.63905723183192,0.000273637986128265,0.0251419629072779
"MRPS28",796.898875445775,0.548040489754985,0.15093534039466,3.63096202865405,0.000282366729838342,0.0257552633785125
"MEF2C",478.937806131987,-0.824775864682567,0.227223530933446,-3.62979952513872,0.000283641426454189,0.0257552633785125
"SRSF3",3470.83442792932,0.415808792057962,0.114612032108258,3.6279680624213,0.000285660586850061,0.0257552633785125
"ST20-MTHFS",314.084946946768,0.750901934615308,0.206976782984895,3.62795248716427,0.000285677815946632,0.0257552633785125
"CD27",37.4279147066456,1.67039022840864,0.460681706860075,3.62590961076733,0.000287946070090947,0.0258075847400143
"GMPR2",243.320748297941,0.901170314794881,0.248597761966688,3.62501378799877,0.000288946035468577,0.0258075847400143
"AACS",567.775665729559,-0.633791397411957,0.175046650498918,-3.62069994258973,0.000293807098318208,0.0260354321333882
"C16orf91",262.537849729306,0.541759479570748,0.149642987646,3.62034658685345,0.00029420865348879,0.0260354321333882
"TMEM70",361.684984360603,0.480591651769377,0.132941243593149,3.61506812167465,0.000300268655175356,0.0264498118593228
"RUSC2",546.881579569392,-0.981095130477127,0.271706249822005,-3.61086699742771,0.000305175139513188,0.0267592612058071
"TLR2",393.539972659171,1.3688905906774,0.379294590979565,3.6090432693546,0.000307328350820299,0.0268255741854645
"MRPL3",955.411308124188,0.564961975176154,0.156707951318511,3.60519023076156,0.000311924357502666,0.0271035449643606
"ATP5MC3",3168.67707887778,0.461113590177968,0.128056130214898,3.60087087907582,0.000317153064236089,0.0274337400564217
"AC010735.2",70.6337921105613,-2.04603273876035,0.569051596597323,-3.5955135720464,0.000323752248177516,0.0278789884383535
"TMEM147-AS1",260.131122616634,0.45286426903098,0.126023053430343,3.59350338453189,0.000326261408944992,0.0279696331962977
"PDGFRL",22.7887130908542,-1.34509610850645,0.374711333742813,-3.58968621277324,0.000331076256204645,0.0279767983386656
"SNRPB",2901.81646528594,0.614913235130344,0.171352338728871,3.58858968422553,0.000332471624286974,0.0279767983386656
"RASSF5",290.295610108523,1.51719836516069,0.422977705288476,3.58694641866748,0.000334573039276967,0.0279767983386656
"HNRNPR",1345.81261022966,0.40524778593425,0.113009133664554,3.58597374206186,0.000335822750895575,0.0279767983386656
"MLEC",1761.18326022417,-0.439567991672756,0.122584486003637,-3.58583705004656,0.000335998724764584,0.0279767983386656
"AGTRAP",478.127286433347,0.809732897561948,0.225839730804306,3.58543155660948,0.000336521254565598,0.0279767983386656
"METTL23",494.650252079875,0.497566426673298,0.138815984493985,3.58435974421127,0.000337906084203729,0.0279767983386656
"SALL2",122.446635750617,-0.891193798911744,0.248826950605862,-3.58158067983312,0.000341521635267165,0.0279767983386656
"TIPARP",904.559131113489,0.66513920539292,0.185737823986899,3.58106491782652,0.000342196608472486,0.0279767983386656
"AC008011.2",222.410425480719,2.37574195413854,0.663541930555613,3.58039461371978,0.000343075694550392,0.0279767983386656
"TP53INP2",1587.25815814059,-0.824561375357912,0.230332384313947,-3.57987600316776,0.00034375728765938,0.0279767983386656
"HNRNPF",2268.60897394854,0.60609081206261,0.169307506801767,3.57982243972353,0.00034382775649248,0.0279767983386656
