"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TNFRSF10C",102.631296751187,3.46360981385217,0.699685646915238,4.95023705162807,7.41231420367154e-07,0.000546949370578777
"F13A1",25.6615863083892,8.1600533942446,1.65658584754224,4.92582585221956,8.40047905544648e-07,0.000598490681946827
"PECAM1",102.292574544472,4.42826575929797,0.90375735586102,4.89983924399609,9.59151017266019e-07,0.000660567305591107
"CD93",81.9446693041585,5.07169880219595,1.04673097510608,4.84527440461191,1.26436805677184e-06,0.000820034583357398
"MMP25",213.050819780401,2.99559138593548,0.61836430002103,4.84437957662433,1.27007921530597e-06,0.000820034583357398
"ITGAX",299.277621917189,2.41365234760871,0.500451500978896,4.8229495623203,1.41450748731062e-06,0.000885610278646206
"FPR1",256.410005282724,3.42876548991737,0.714921270526108,4.79600430323488,1.61861804208505e-06,0.000983596099044681
"SLPI",19.1193824047233,7.73465167804883,1.62497464547233,4.75985991510694,1.93727372071848e-06,0.00114360035267899
"MME",17.7147108406582,7.62576382836312,1.61238634438523,4.72948921635197,2.25085409549947e-06,0.00129180267964207
"VNN2",82.7301766498765,3.67354731157344,0.780792997110073,4.7048927502811,2.53999445240559e-06,0.00141834663192302
"VCL",8078.66463469035,1.66556117592415,0.356934979817359,4.6662873355153,3.0669075101788e-06,0.00166750989652116
"H19",13634.6637291197,-2.81249333291865,0.604907879955206,-4.64945725806534,3.32809640692949e-06,0.00176312307342488
"PI3",16.5538383024909,7.52170544495477,1.62097603788767,4.6402323471459,3.48017661561849e-06,0.00179759822638234
"TRBC2",18.4610034461019,7.68558419693063,1.66757870752742,4.6088284542361,4.04944265597509e-06,0.0020406227979293
"TRIM58",63.2715815225876,3.6716446752643,0.801134164573,4.58305841596615,4.58223961530707e-06,0.0022221795100802
"N4BP3",323.343383663865,-3.35832625442015,0.733079099468832,-4.58112399719689,4.62483514512601e-06,0.0022221795100802
"CLEC7A",36.334035180785,4.41634707689238,0.967870941885306,4.56295037465411,5.0439740201766e-06,0.00236848970979247
"NCF1",109.031746133651,3.38168004386844,0.742738415278748,4.55298928169658,5.28889687503942e-06,0.0024283088518931
"NPY1R",138.395629843032,-2.85561639498248,0.629790527103265,-4.53423205350031,5.78134414940509e-06,0.00252949771644834
"NLRP12",15.90547702861,7.46937721137182,1.64881901952794,4.53013770638717,5.89452536710876e-06,0.00252949771644834
"LCP2",81.8132126899745,4.59802429946156,1.01547891976583,4.5279367301114,5.95624086651261e-06,0.00252949771644834
"NFAM1",120.460252474977,3.6599980370972,0.808584801141271,4.52642447883181,5.99900237674695e-06,0.00252949771644834
"TSPYL2",3016.97169588669,-1.98779416713308,0.440463664481514,-4.51295833783016,6.39295838020052e-06,0.00264169826186646
"S100A9",1183.44436053137,-3.67791818363881,0.816397443821839,-4.50505842647081,6.6354683243915e-06,0.00268814531471084
"C20orf204",95.4486438200189,-3.51503359798576,0.781999819612274,-4.49492891152911,6.95931928957308e-06,0.00276512492003595
"HCK",124.724047358293,3.62104345686016,0.808449805160066,4.47899601650993,7.49949330270192e-06,0.00292352888919103
"APEX1",1061.57084954879,1.73114027695488,0.387127741924937,4.47175464188393,7.7580408639732e-06,0.00296831263501019
"FGR",125.423707675536,3.21069789149268,0.719330984155288,4.46345001426988,8.06504195738728e-06,0.00302966967057416
"FCGR3B",238.554120136647,3.65459449103472,0.820784912420744,4.45256051339468,8.48523158039225e-06,0.00313059588718722
"SULT1A4",197.639530154293,-3.19547124294782,0.720528780910844,-4.4348974358919,9.21161334902099e-06,0.00327882053594789
"RPL10P9",807.108763355472,-6.26402598540334,1.41272510805505,-4.43400202182805,9.24997577933481e-06,0.00327882053594789
"TREML2",16.0669312854313,7.48601600926531,1.68931829890657,4.43138277381516,9.36307108179302e-06,0.00327882053594789
"S100P",14.9482906710056,7.3816625173783,1.67009551496722,4.41990440140975,9.87445737401118e-06,0.00340026939674075
"NPY5R",58.9617718877369,-3.19156954041923,0.722857475211116,-4.41521274921741,1.00910696704435e-05,0.00341789492559072
"VNN3",12.7094128546745,7.14224481944044,1.6208055353899,4.40660194174515,1.05004900761558e-05,0.00349920363650735
"ST8SIA4",14.8980180246487,7.37413826005324,1.67586845879355,4.40018918033809,1.08156544918246e-05,0.00354701964215218
"TLR2",59.7077062393588,3.03023935223395,0.692382575946426,4.37653900820927,1.20578620228212e-05,0.00389261698833608
"BRICD5",211.617094369277,-2.00100476802852,0.458426693222842,-4.36493947148018,1.27157963389122e-05,0.00404186258705024
"FGL2",65.4818440232635,3.97303975265338,0.912327816734857,4.35483789902685,1.33165423279701e-05,0.00416868304603318
"SH3BP5",4195.3315284038,-1.75532463080244,0.40395534171921,-4.34534328307651,1.39058022307783e-05,0.00420698221122576
"PRND",171.835240494909,-2.56806277513041,0.591201877968729,-4.3438000974453,1.40038954521122e-05,0.00420698221122576
"NFATC2",47.3930454223803,4.83151661327745,1.11246258662947,4.34308233943933,1.40497445706683e-05,0.00420698221122576
"DDX19A",847.012628926422,-1.8038826423188,0.415707696376205,-4.33930537741676,1.42933787276124e-05,0.00421879282701714
"NPIPB6",53.761270608647,-3.89766981135681,0.908288757495667,-4.29122322520369,1.776915786571e-05,0.0051708249389216
"LCP1",368.275633648455,2.7920071605298,0.651192494951051,4.28752969694418,1.80671109538721e-05,0.00518450804747156
"CORO1A",310.015648659351,3.49128623130438,0.818333108800191,4.26633872412076,1.98707018266853e-05,0.00562395301974171
"PYY2",209.929276550602,-2.21968916002282,0.522206663903508,-4.25059524026482,2.13203152407143e-05,0.00595268963768105
"CD300A",45.13747316564,4.89579160659838,1.1555261214459,4.23685065680065,2.26676796464534e-05,0.00624449238900499
"P3H3",162.617894007604,-1.8802166511108,0.444630770437806,-4.22871464622081,2.35030217400047e-05,0.00638942016013471
"AC023300.2",174.350138846918,-2.16042657049821,0.514200035407011,-4.20152940827424,2.65117798999054e-05,0.00711376473392136
"SPI1",208.022133192906,2.89126460246878,0.689185912819755,4.1951881904251,2.72645121578282e-05,0.0072219498165755
"EVI2A",13.7072161825254,7.25369166960922,1.73449978885193,4.18200781356707,2.88946037230548e-05,0.00755685325977261
"FAM153C",285.338829736461,-3.40360040430711,0.814852377067506,-4.17695339682998,2.95439525997865e-05,0.00760955842148581
"ITGB2",469.59804285094,2.8399902196296,0.680641060028389,4.17252262082329,3.01245680499576e-05,0.00760955842148581
"OR2A12",31.9270801928796,-5.25986323551864,1.26077001124828,-4.17194507213167,3.02010449911348e-05,0.00760955842148581
"AL121845.1",24.8547407726463,-5.00848843886137,1.2024702876587,-4.1651660671078,3.11126010867277e-05,0.00774478856690218
"CD53",51.3591157118526,3.59571014236985,0.866479127762075,4.14979429643825,3.32774190411261e-05,0.00812595434297789
"MVD",12773.8460582656,-2.10736901085343,0.508307168190263,-4.14585735305748,3.38544551036912e-05,0.00812595434297789
"AC120498.10",12.04741867016,-7.0295466878881,1.6963991667186,-4.14380461025902,3.41590817639574e-05,0.00812595434297789
"CXCR2",174.817714567566,3.38658902702808,0.817342247056328,4.1434161016697,3.42170285968286e-05,0.00812595434297789
"LRRC10B",68.6457469058143,-2.57788576354594,0.623729866366501,-4.1330163946826,3.58033176556763e-05,0.00840604938731736
"RGL4",12.5347807206776,7.12857014470641,1.73138050990078,4.11727526326083,3.83378074406069e-05,0.00889997123067842
"CD3E",14.8163642903083,7.36837282615172,1.8041023333967,4.08423219113009,4.42227952962564e-05,0.0101520797068439
"FCAR",37.5517357125151,4.05928681518533,0.994834269823072,4.08036487917456,4.49650615288782e-05,0.0102090454532764
"MNDA",505.868430405879,3.11853384130576,0.765865700110835,4.07190691638814,4.66298147216491e-05,0.0104719413256956
"CD37",60.9762473630011,3.92935160764035,0.965675093823243,4.06902034936357,4.72112242824257e-05,0.0104885065042924
"ARHGDIB",208.426100280522,2.88771522510354,0.710888162876774,4.06212309601235,4.86284216805889e-05,0.0106884236206665
"SCX",142.075497173498,-2.62330556983292,0.647139061289075,-4.0536968431598,5.04145408303324e-05,0.0109643666115316
"AL356273.2",47.733656235785,-4.0902083987487,1.01099301391422,-4.04573359306689,5.21595244391131e-05,0.0112257076503804
"CACNA1H",2926.94579021728,-2.57449512074995,0.636833373604,-4.04265107241512,5.28502393254358e-05,0.0112571009763178
"AP003119.3",301.8510001265,-1.8100828504534,0.448132521575057,-4.03916869075129,5.36409776216455e-05,0.0112586178921745
"CYTH4",131.00710000897,3.1163480214064,0.771787222787057,4.03783313508706,5.39472034908901e-05,0.0112586178921745
"CCR1",48.701708117478,3.54182678584401,0.879417267587838,4.02747014003822,5.63802249794505e-05,0.0115836013760289
"SLC11A1",184.772736870454,2.6290174939122,0.652937120988752,4.02644819754012,5.66257073219552e-05,0.0115836013760289
"PLEK",103.988709685236,3.80488891641165,0.946814129515342,4.018622872009,5.85392798571589e-05,0.0118576476581251
"LRRC38",58.1185564715277,-2.58062608934573,0.64300950883686,-4.01335602954586,5.98615192477399e-05,0.0119124655721434
"ADM5",181.557978100649,-2.13633969321258,0.532360580538966,-4.01295620169647,5.99630424230632e-05,0.0119124655721434
"PCSK6-AS1",23.7879314674396,-6.24922097134963,1.56374521891949,-3.9963165966817,6.43356815539663e-05,0.0126594239674904
"MYOG",13.3850439284851,-7.16176835181947,1.79686818719403,-3.98569489006492,6.72829252093019e-05,0.0131144577146168
"SHISAL1",11.7330966803323,7.0333401532415,1.76588459822154,3.98289908656824,6.80796683514615e-05,0.0131457385776593
"MMP9",39.1246453714117,4.1307590989087,1.03911022001911,3.9752848343968,7.0295073106286e-05,0.0133024752853704
"SERBP1P3",18.4995994263342,-7.63420758801061,1.92117225780466,-3.9737236247281,7.07576624537717e-05,0.0133024752853704
"ATP2A3",861.672386235023,-2.24445706594922,0.565067493461394,-3.97201589530572,7.12669631504103e-05,0.0133024752853704
"AC100827.3",226.928234328565,-3.23175813934033,0.813768332473328,-3.97134910560832,7.14667613705102e-05,0.0133024752853704
"FTCD",152.604569524897,-2.98178884362944,0.753262325579035,-3.95849990418321,7.5421971338332e-05,0.0138503201996417
"RPL13P5",748.511522814028,-2.64653942536827,0.669030447255822,-3.95578323262213,7.62843086070468e-05,0.0138503201996417
"KRT23",12.9961137858637,7.17988192327952,1.81523075323719,3.95535493791922,7.64211075339604e-05,0.0138503201996417
"HBA1",59866.5570965407,6.7576799100609,1.71155128321642,3.94827778537934,7.87154350869733e-05,0.0140714823582907
"CASS4",15.6972714860544,5.69337434319775,1.44230888872139,3.94740293685976,7.90035309792226e-05,0.0140714823582907
"AC138811.1",14.6161623490367,-7.29000295963361,1.85096769396926,-3.93848200775497,8.19987417196098e-05,0.0144801367749475
"FCN1",252.643007118744,3.31622982819605,0.84433552969185,3.92762084689999,8.57903166394921e-05,0.0150213028143097
"RIPOR2",108.949784114475,3.62548160659879,0.923755841548183,3.92471846296811,8.68312287425225e-05,0.0150757984625988
"FFAR2",35.2993859621076,4.66997162165317,1.19203636505169,3.91764190973375,8.94194059648621e-05,0.0153957862220001
"PPFIA3",361.799890363997,-1.56284925188711,0.399786474902351,-3.90920991579029,9.25984750678235e-05,0.0158113809369942
"EVI2B",76.4221087830402,3.29657062456117,0.843746130538841,3.90706458405431,9.34241884813348e-05,0.0158216160509251
"MIB2",4177.0830815302,-1.60111972398901,0.411616394544225,-3.8898346742527,0.000100312538624409,0.0168500598416171
"AC018755.2",13.2712004448328,7.20933230296679,1.85565616704235,3.88505825109694,0.000102305355820046,0.0169344240882811
"AC011448.1",684.590236960623,1.86928921514473,0.481289715692411,3.88391680560941,0.000102787090604046,0.0169344240882811
"KCNK3",10969.2703989171,-1.37705274594963,0.354657398697611,-3.88276897932063,0.000103273676739917,0.0169344240882811
"AP003068.4",105.771859047133,-2.30375481519436,0.593752813677504,-3.87998972320769,0.00010446087832137,0.0169942221023452
"AGER",400.734186762095,-1.65532272736408,0.427315038954625,-3.87377596494995,0.000107161932441783,0.0171787190178472
"LYN",99.6895297014277,2.36259487615776,0.609942477600126,3.87347161891987,0.000107295906830217,0.0171787190178472
"RN7SL589P",13.7646410919938,-7.20279600740034,1.86038164680128,-3.8716765561436,0.000108089321539138,0.0171787190178472
"AC093668.2",97.2530798936648,3.66541521748565,0.947190136011244,3.8697776487847,0.000108934658908809,0.0171809083031672
"MT-TV",575.199985944579,-2.34146581803859,0.606122607842067,-3.86302340111473,0.000111992274894342,0.0174198707040143
"PADI2",37.5621726671999,4.50164922198048,1.16569210525223,3.86178237091724,0.000112562815253711,0.0174198707040143
"ACTA1",69.3088522196474,-2.96288956837655,0.767412925860066,-3.86088045761796,0.000112979172079663,0.0174198707040143
"SULT1A3",153.779284772944,-2.45332697719077,0.636389904643877,-3.85506897467779,0.00011569700484811,0.0177067838308652
"ANLN",72.3502527532962,2.75397341055618,0.7147608808562,3.85299963150927,0.000116679566134155,0.0177108234706161
"BEST1",1520.36872823576,-1.62138829390689,0.420985211372236,-3.85141389794155,0.000117437820796399,0.0177108234706161
"SLC26A10",110.31721241631,-3.57817786074036,0.930342780294794,-3.84608548217739,0.000120019905616789,0.0179385831708379
"RNF208",837.491612320437,-1.59652736951526,0.415258954156909,-3.84465489192559,0.000120722213273793,0.0179385831708379
"RASSF5",52.4322251317344,2.74335637949277,0.71389114493579,3.84282169481107,0.00012162783400531,0.0179385831708379
"MFNG",11.3369371635948,6.98225460842525,1.81771480609523,3.84122667924148,0.000122420997390646,0.0179385831708379
"NLRP1",45.0326331319875,2.91742026096995,0.76073666866492,3.83499360703878,0.000125567560435662,0.0182700800433888
"C5AR1",335.939025914457,2.65648339950599,0.693249962992911,3.83192721430142,0.000127143358416513,0.0183699925051998
"E2F8",9.17457592704381,6.67120435534969,1.74316323709101,3.82706806419495,0.000129678665666746,0.01860618688431
"HBA2",72420.980195638,6.57570064230344,1.71984689080473,3.82342211824834,0.00013161217628499,0.0187533736153391
"PIK3AP1",42.6739936957949,3.28524280697474,0.861045501851185,3.81541138059685,0.000135956243054739,0.019239670806534
"SNAI3-AS1",495.012434174249,-1.78710840436461,0.469213348478242,-3.80873308519585,0.000139680638320158,0.0196322562471618
"GPX3",935.67223326562,-2.86685830329865,0.754074086430632,-3.80182578195832,0.000143633715198737,0.0200514607413588
"MRC1",48.7331139619506,4.14778612172877,1.09583515660031,3.78504567657487,0.000153680349468475,0.0211385897062335
"C5AR2",20.8330477621641,4.60217240526674,1.21610832190261,3.78434414301731,0.000154114449569362,0.0211385897062335
"MAP7D2",118.386836680451,-2.8570831182977,0.75509538636997,-3.78373801491859,0.000154490443136405,0.0211385897062335
"MT-TR",261.756251299668,-3.01879139021984,0.798840773529241,-3.77896508322047,0.000157481502145763,0.0214060876041684
"FILIP1L",800.995850600926,1.73234050380875,0.459698213782202,3.76842992178671,0.000164277589847845,0.0220796257121778
"SLC22A31",42.2600102325968,-2.56042289754858,0.679521378642495,-3.76797990177091,0.000164573948970301,0.0220796257121778
"RTN4R",9.23384184836295,-6.64368037253516,1.77046198603776,-3.7525122961852,0.000175071241983873,0.0233364318105083
"CNNM1",55.2709918911626,-2.45852200167448,0.657069940944103,-3.7416443037129,0.00018282015214313,0.0240864437318455
"MT-TF",278.912749625938,-2.36101371994252,0.631058156014031,-3.74135679484035,0.000183029459653441,0.0240864437318455
"SPTBN4",82.0131533757344,-3.49305612437133,0.935056804920553,-3.73566194694249,0.000187222043408137,0.0243805525795526
"PHOSPHO1",57.7308482004056,3.80706946294403,1.01926248616003,3.73512173227013,0.000187624406376694,0.0243805525795526
"LRRK2",34.2026616208055,3.4327945102984,0.920126490510908,3.73078543624183,0.000190883741952347,0.024649056202984
"ANKRD20A3",11.7555654049155,-6.97384104586116,1.87079526199389,-3.72774145174414,0.00019320343144993,0.0247936403551988
"RUBCNL",31.7057887741906,3.36276226840747,0.902538623281469,3.72589292210129,0.000194625017414066,0.0248218980542717
"FCGR3A",122.25168373822,3.33530983055119,0.895744393468257,3.72350623109916,0.000196475009576369,0.0249041114899225
"MEG8",213.055608998687,-2.55359092148648,0.686537595529652,-3.71952088001303,0.000199601047202104,0.025072704267609
"GZMB",9.75986705203794,6.76701878062708,1.81971553135063,3.71872342904304,0.000200232138045374,0.025072704267609
"AC092756.1",26.1838355027786,-5.06170043510683,1.36298524716491,-3.71368688372487,0.000204261497738039,0.0251134524036182
"TMEM154",29.4257382198941,3.88878947316912,1.04734890497915,3.71298375802143,0.000204830036943038,0.0251134524036182
"YES1P1",11.6344677332506,-6.95846034402339,1.87431540981145,-3.71253435126129,0.000205194200295416,0.0251134524036182
"AL390726.5",119.846519851013,-2.4523584513029,0.660611240851807,-3.7122566187956,0.000205419556469265,0.0251134524036182
"POC1B-GALNT4",22.1466308192161,-6.01473653613563,1.62225005419009,-3.70765069207439,0.000209190936678888,0.0252440807774564
"HERC2P5",11.3450502879361,6.98001600380889,1.88308964926447,3.70668279470139,0.000209991685930711,0.0252440807774564
"FGD3",101.094322645562,2.93923217542897,0.792996629949348,3.70648759959637,0.000210153520822927,0.0252440807774564
"PFKFB4",2497.40189393144,-1.73767354086251,0.46909940780802,-3.70427570774862,0.000211995587454563,0.0253181551005707
"AC068481.1",43.9760890630139,-3.24945084590331,0.879608421956105,-3.69420160697992,0.000220578747001089,0.0261114083041677
"MAPRE2",670.06701032237,1.64805113993555,0.446204264157282,3.69349034135325,0.000221196915522316,0.0261114083041677
"SIGLEC12",12.2247934598306,7.0896747117918,1.92023962423558,3.69207812520487,0.000222429110959466,0.0261114083041677
"NCF1C",80.8899665777505,3.02179929235529,0.820997514349045,3.68064365548198,0.000232645943967342,0.0269207142892779
"CLEC4E",14.0126746571807,5.5189753197427,1.49969118467276,3.680074522107,0.000233165802849093,0.0269207142892779
"MEFV",37.0344079519088,4.23808701824086,1.15165343752448,3.68000205630504,0.000233232072880342,0.0269207142892779
"TMEM94",4612.93502584739,-1.40576838300378,0.382345678600712,-3.67669483842092,0.000236275405904292,0.027120478674381
"CARD16",53.3537237740345,2.55742304717853,0.696276543007284,3.67299900142088,0.000239720420536098,0.0273638873408637
"XIRP1",31.1083682253028,4.81384873084505,1.3124148666107,3.66793218616667,0.000244520012445654,0.0274479912557626
"PADI4",19.9373775517201,4.8048351645218,1.31001557633805,3.66776949168267,0.000244675610041783,0.0274479912557626
"IER2",7759.48971210685,-2.47317793724083,0.67434978302631,-3.66750016014217,0.000244933397249708,0.0274479912557626
"LINC01123",26.5060750303366,3.71482054953641,1.01314392305762,3.66662669043631,0.000245771181565078,0.0274479912557626
"AC124798.1",211.851723660957,-1.62804551563462,0.444299336966965,-3.66429877376943,0.00024801713909581,0.02754990382182
"CCL25",8.53607946896557,-6.52453091596674,1.78209258934593,-3.66116269994782,0.00025107324776823,0.0277402372841679
"AL022328.3",35.7542140001152,-3.58295403235447,0.982679247128227,-3.646107356826,0.000266242781292603,0.0291459960236081
"DTX1",122.228341764614,-2.99671245705542,0.82197526216656,-3.64574531009205,0.000266617939521898,0.0291459960236081
"FUT11",1396.64839758043,-1.40445128629551,0.386090466521073,-3.63762228824381,0.00027516655574718,0.0299221905699604
"AC122718.1",504.297941294527,-2.89862970934359,0.798215607854656,-3.63138690952707,0.000281902184650455,0.030494141555304
"THBD",127.542357300607,2.93312678789333,0.810299856796679,3.61980415433951,0.00029482607682552,0.0317260498608962
"CES5AP1",92.9578550380092,-2.41078295268511,0.668412847389451,-3.60672743215611,0.000310083081063699,0.0330621807113718
"SIGLEC5",13.9526534739597,4.57407957274207,1.26831362371908,3.6064262712321,0.000310443011374384,0.0330621807113718
"JCHAIN",9.88344473720024,6.78322888275744,1.8838422039258,3.60074154227018,0.000317310888340499,0.0334902387168495
"AFAP1L1",20.7821447533403,-3.96610956180774,1.10156874541834,-3.6004194729595,0.000317704215115556,0.0334902387168495
"LYZ",232.74585450856,3.19134665999756,0.887574380490722,3.59558221839743,0.00032366688203428,0.0336426193535292
"AC012065.3",148.084064275725,-2.68417099398388,0.746552762062637,-3.59542035122586,0.000323868207990075,0.0336426193535292
"LILRA6",77.9665839729577,2.52332393963644,0.701842232824405,3.59528654963081,0.000324034715229287,0.0336426193535292
"TPSG1",31.3933080304219,-3.90736371625538,1.08735377643456,-3.59346130113022,0.000326314132359576,0.033709881443406
"FAM133CP",75.1150990718522,-3.84795309707802,1.07414825693984,-3.58232960135365,0.000340543745366945,0.035004847378241
"BTG2",3204.17717038202,1.50389680171233,0.419983521636925,3.58084716240948,0.000342481957577866,0.0350298006213678
"LILRB2",162.701055246543,2.81047194679245,0.785714798796552,3.57696196011217,0.000347610735853132,0.0352305664824777
"APOBR",123.438844884757,2.60511104214538,0.728340126397052,3.57677813940079,0.000347855164920645,0.0352305664824777
"LAPTM5",411.168965590484,2.45006301402999,0.685979738852341,3.57162591730332,0.000354771907803428,0.0357308296110654
"PLAU",20.2964867317578,4.57140133406333,1.28031284628524,3.570534613729,0.000356253371079787,0.0357308296110654
"IL12RB2",96.4891867389099,2.11314407911623,0.592412266501859,3.56701607749306,0.000361069335439632,0.0360389059880108
"COL6A4P2",59.5470995829363,-3.08079367320857,0.868627670226181,-3.54673674211456,0.000390034128917788,0.0387427650844732
"EEF1A2",1444.47160739824,-1.68460816030386,0.475423609034085,-3.54338347589945,0.000395027836408815,0.038878330001274
"PTGDS",123.254523132726,-1.75581703611711,0.495532457923226,-3.54329369962107,0.000395162349366804,0.038878330001274
"CCDC141",39.2437016308002,2.71524055554631,0.766576509018426,3.54203464833938,0.000397053316579201,0.0388792349471226
"STEAP4",27.7622146634558,4.31056972101809,1.22061821378377,3.53146436153515,0.000413265546749657,0.0402758465160126
"MT-TL2",312.716252569466,-2.53467672201166,0.718123245712551,-3.52958456246136,0.000416212668515363,0.0403726288459902
"MYO1F",301.742080216437,2.32944082571192,0.660458694231895,3.52700455918902,0.000420289526194479,0.0405775789752529
"SLC25A18",247.756232170292,-1.9537379411464,0.554200545633586,-3.52532662867158,0.000422960931241827,0.0406455618622669
"VWA1",537.18785003235,-1.84183530283155,0.523457093261832,-3.51859842294708,0.000433832857779168,0.041497317937849
"NLRP3",25.6041456609499,3.66846181080722,1.04309827607254,3.51688991819608,0.000436634825305353,0.0415728669384051
"RNF145",6150.15462933207,-2.0523137824695,0.584272258654017,-3.51259836843425,0.000443747706264263,0.0420562906381923
"AC073610.1",79.3369024794073,-2.52681006837039,0.720285746614026,-3.50806618102414,0.000451376745912981,0.0425839951931876
"AL512378.1",184.126616797597,-3.09701595535302,0.883132361992335,-3.50685365936109,0.000453438442609592,0.0425840530125308
"APBB1IP",68.0926441156473,3.03695642538959,0.86636288377202,3.50540920239694,0.000455905977298073,0.0426220515699343
"IL2RG",42.8165068320225,3.87976472705848,1.10788814611353,3.50194623949061,0.000461872804494935,0.0429853784399543
"EIF5",2202.28635869163,-1.39515168182981,0.398548335184366,-3.50058338892427,0.000464240970123126,0.0430120299718112
"AC008736.1",30.0669825496984,-2.71772686710333,0.777047763372029,-3.49750297885119,0.000469635467873532,0.0433175821506029
"ZGLP1",152.367780757544,-2.18272608361934,0.624557146708533,-3.49483805464798,0.000474349476912255,0.0435579312999294
"EDNRB",47.1773021162878,2.94563740377669,0.844516170731149,3.48795855646728,0.00048672351578718,0.0444324572923148
"STAB1",298.931624137529,3.08455422720976,0.88454553768728,3.4871627245722,0.000488174231903366,0.0444324572923148
"MT-TI",178.580488996882,-2.44099966344543,0.701735300201292,-3.47851912643589,0.000504192455758388,0.0455330757153775
"AC022400.9",706.287710779403,-1.59780873310937,0.45936971081269,-3.47826314077743,0.000504674233523132,0.0455330757153775
"MT-TS2",415.458953634499,-2.53440127275634,0.729657906914224,-3.47341027725514,0.000513889148218343,0.0461628856145182
"TMC8",46.9275567829812,3.52657271427654,1.01650762883496,3.46930275212829,0.000521811074207839,0.0466715956892128
"RASAL1",701.792979040898,-2.64381085247626,0.762708929919587,-3.46634312090066,0.000527589519502189,0.046985030441529
"TLR8",8.34770099664152,6.53195314278665,1.88605264651458,3.46329311371965,0.000533606766491336,0.0473169502252253
"GRK5",2304.16575605345,-2.27786279807261,0.65862817296299,-3.45849584269242,0.00054320065592616,0.0479618322738905
"LUM",4713.29261093767,1.61996256187187,0.469018696218214,3.45394026919169,0.000552459722063517,0.0485717885853375
"CLDN3",1812.94851569424,-1.4000388492061,0.406018425997444,-3.44821505518301,0.000564304537328945,0.0494029493464124
"XIST",1530.7020566976,1.61261446698624,0.468183243235986,3.44440876576483,0.00057230974596103,0.0498923698789065
"ADGRG3",116.34886074606,2.17891169174066,0.632960631764829,3.44241265948151,0.000576550009766309,0.0499924315239538
