"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NR4A1",1861.01809794393,2.61290342130694,0.472626980337147,5.52846860211626,3.23038225352229e-08,4.12560193552966e-06
"ABAT",340.067512365662,1.39161969527107,0.25310831267081,5.49811928571856,3.83863239105679e-08,4.87196361980462e-06
"NFATC2",39.3980520474224,-2.59350628392483,0.47241041528876,-5.48994306643208,4.02063322206731e-08,5.07145797899527e-06
"CTTNBP2NL",273.98050790389,-1.00129926063831,0.182429880802997,-5.4886801231844,4.04948193393954e-08,5.07651005141843e-06
"NAB2",162.226501355322,-1.54209722427066,0.281015405472492,-5.48758962761424,4.07455291071448e-08,5.07679354741095e-06
"AC067930.5",39.5735688519035,-2.23411194091314,0.408189451363006,-5.47322311601416,4.41923137217668e-08,5.47288326418535e-06
"FST",1927.29139928239,1.19703238993053,0.218836921312935,5.46997454885039,4.50100209361028e-08,5.5405708904116e-06
"TRIOBP",382.348605426657,1.33963041512123,0.245939906011921,5.44698270745986,5.12314417729492e-08,6.25124380040956e-06
"BCL3",55.8851740118251,1.61559708775339,0.296635470071125,5.44640560808866,5.13978585673336e-08,6.25124380040956e-06
"TMEM120A",1321.58527545321,1.2240408463682,0.224786082545694,5.44535868282405,5.17010963232463e-08,6.25124380040956e-06
"CYP3A4",128.945626163451,-1.441143506413,0.264906880920786,-5.44018902568235,5.32240685447838e-08,6.39753303908301e-06
"ATP5F1A",3984.07452910933,0.771648487244253,0.142210482433282,5.42610132559162,5.75982694704196e-08,6.85022903626913e-06
"PITPNA",410.833948947158,1.00434424933586,0.185111309406809,5.42562338602808,5.77526179055283e-08,6.85022903626913e-06
"WDR60",265.434721521456,1.23969950883777,0.2285214151988,5.42487235937738,5.79959686441499e-08,6.85022903626913e-06
"NAPRT",71.6361821323256,-2.01919414636147,0.372611419303175,-5.41903452700831,5.99217456351897e-08,7.03701695580153e-06
"CMAS",6365.08959146752,0.926305803017764,0.171188884287798,5.41101606492443,6.26681491555726e-08,7.31749119911412e-06
"AC090826.1",649.346410901028,0.735296628200755,0.136000754105266,5.40656287561191,6.42456807194197e-08,7.45906954443536e-06
"IL18R1",89.8664125137007,1.65510761307577,0.306611635852383,5.39805871513831,6.73658232430841e-08,7.77713690479763e-06
"SNAPC3",452.453586713111,1.1227766815714,0.208299597396267,5.39020092024204,7.03789528132017e-08,8.07934562800541e-06
"BCAP31",1330.8624136783,0.802009911682852,0.149024063025466,5.38174772181457,7.37660991694194e-08,8.42087413646881e-06
"AL356652.1",44.0916494732871,1.79784798551999,0.334415182848046,5.37609557738563,7.61183962893233e-08,8.64112949875573e-06
"CXCL6",307.703568471191,1.55857090911735,0.290587816930623,5.36351085045472,8.1619746364632e-08,9.21446352052425e-06
"SSX2IP",781.792502699072,1.70985928515794,0.319458770325339,5.35236294629384,8.68130512975989e-08,9.74691148469855e-06
"PLEKHF2",175.598778273943,-1.35176522997441,0.252788919896205,-5.34740696122855,8.92232493270172e-08,9.95937500130205e-06
"PRICKLE2",272.03994476591,1.94297962069776,0.363412729528376,5.34648201019071,8.96801898913369e-08,9.95937500130205e-06
"MGAT5",233.595553198704,0.833814341633478,0.156124134755683,5.34071393214319,9.2581251363384e-08,1.02259745424832e-05
"PMAIP1",159.188464880212,-1.48746722857207,0.279171211947606,-5.32815406787442,9.92159481584052e-08,1.08998854014454e-05
"CCNL1",1824.79443907,0.998950036906379,0.187604521772355,5.32476524269781,1.01083501832198e-07,1.10383911434744e-05
"FIS1",869.787747319409,0.954566420056903,0.179297815126043,5.323915516683,1.01557087940353e-07,1.10383911434744e-05
"PLEKHA2",122.008858169567,1.39122679811354,0.261411859416843,5.32197277207349,1.02647938849393e-07,1.10979258330608e-05
"ETFB",528.381255856488,0.958785872834441,0.18036832405071,5.315710936943,1.06241694320688e-07,1.14260146407839e-05
"TNS1",237.591560958494,0.938109571352701,0.177025170555811,5.29930048030624,1.16247188496498e-07,1.24366232970547e-05
"HMOX2",455.880972059055,0.764721556875551,0.144671198555415,5.2859281219173,1.25068999295876e-07,1.33107288104788e-05
"C1orf115",67.3784944389447,3.20487732563293,0.607789235992894,5.27300770701771,1.34205925222119e-07,1.42091392538278e-05
"SERPINE1",4325.86022177618,1.89878690652253,0.360333297766218,5.26952940040098,1.36773963256929e-07,1.44063874494437e-05
"RNU6-146P",140.813961498282,1.04904851966986,0.199381257225897,5.26152023648492,1.42869160993931e-07,1.49712227474358e-05
"ABLIM1",151.817881652409,-1.77655140777758,0.337926354484152,-5.25721472801228,1.46253511061512e-07,1.52476747195456e-05
"KLHL15",103.970485581493,1.36823583538921,0.260447095126187,5.25341177150123,1.49307215313215e-07,1.54870235416763e-05
"SERPINA1",85.4555717839335,2.28189875242682,0.434672386845981,5.24969798285203,1.52348781939518e-07,1.57227020714753e-05
"MRPL3",793.109916207594,0.894414687045372,0.170424065080167,5.24817129919206,1.53616428641976e-07,1.57738598134178e-05
"EMILIN2",218.592533439421,1.10202088131101,0.210048019838534,5.24651878250574,1.5500005330888e-07,1.58363554465683e-05
"ZNF578",37.1793907980056,1.84381963505865,0.351620463311267,5.24377795790126,1.5732151172659e-07,1.59935709981151e-05
"AC023024.1",408.088581669056,1.57526386141047,0.300837711484812,5.23625795993331,1.63864888175193e-07,1.65763124998609e-05
"AC008750.4",363.173860950693,1.01086220244025,0.19323890984931,5.23115247973886,1.6845648205946e-07,1.6956846080803e-05
"DOT1L",182.327005860755,-1.1110238263896,0.21289919590148,-5.21854402354684,1.80335118010758e-07,1.80635676540776e-05
"TXNRD1",2119.7984925056,-0.842704006801033,0.161515556568686,-5.21747888998337,1.81374887316011e-07,1.80790948654408e-05
"CLCN6",292.061300749616,-0.98109401432838,0.188427286337367,-5.20675128002317,1.92175400265631e-07,1.90626802379995e-05
"ANKRD37",228.049728551652,1.19026838797932,0.228671372826744,5.20514821451282,1.9384182983421e-07,1.91350915499142e-05
"SOCS3",37.6893305567692,3.83726908047309,0.738676528848202,5.19478950611365,2.04951602120485e-07,2.01345242198557e-05
"TAF1D",1696.7726522476,1.00364987962678,0.193520737328064,5.18626527308727,2.14553142147728e-07,2.09769325676874e-05
"APOA1-AS",183.134660894623,1.4574490863072,0.281145779848478,5.18396216757258,2.17221014321182e-07,2.11366390792335e-05
"MRPS28",909.773231219619,0.736094527966617,0.142023646368798,5.18290120544555,2.18460770285982e-07,2.11565278674112e-05
"AL109930.1",73.7616599049825,-1.2438125255693,0.240126555072869,-5.17982080404166,2.22099149850377e-07,2.14074246605783e-05
"KCTD6",129.355229336728,-0.954886109069738,0.184632652451412,-5.17181601624354,2.31829790993426e-07,2.22404222965243e-05
"MDH1",11007.8308189276,0.995315979671228,0.192826977051221,5.16170504196018,2.44710655907965e-07,2.33187572253819e-05
"HPCAL4",652.088745754498,-0.804813108343702,0.155934822157812,-5.16121477683287,2.45352491115646e-07,2.33187572253819e-05
"ID1",33.0521818124776,2.30029392018132,0.447437119006354,5.14104400924468,2.73216042183876e-07,2.58467435462284e-05
"AVPR1A",102.800316395627,-1.14928228409943,0.223650484044998,-5.13874266361165,2.76582856765331e-07,2.60446732495059e-05
"ECHDC3",134.030362068968,1.23796143882169,0.240994928569479,5.13687755244518,2.79340833079744e-07,2.61837182713371e-05
"FAM13B",380.058658989217,-0.690647623068933,0.134588777209857,-5.13153947443955,2.87381937579932e-07,2.68144406963851e-05
"MEAF6",772.6657960913,1.05741808543598,0.206590415993524,5.11842759186431,3.08093476111422e-07,2.86162822311854e-05
"LRP1",153.688950921176,-0.995611690189614,0.194555268462541,-5.1173720355011,3.09822123264016e-07,2.86466301664114e-05
"SMIM20",370.624777840982,0.949975471697328,0.186004757180244,5.10726438451665,3.26856272744504e-07,3.00855003480234e-05
"AC016738.1",40.2963860085149,1.70376961107227,0.334546424217228,5.0927748370312,3.52860665832671e-07,3.23334298010081e-05
"CASK",448.457897392732,1.39230974743383,0.274077506593368,5.07998545644796,3.77463764336511e-07,3.44334578591619e-05
"LINC02539",21.6698420165707,3.88978252119716,0.765988015637457,5.07812451603446,3.81178861994725e-07,3.46178171822232e-05
"GRHPR",773.082114147299,1.03702241474491,0.204390070257906,5.07374166189368,3.90068539810504e-07,3.52684094800347e-05
"MTCO3P12",983.679564599454,0.971116849958735,0.191594543888736,5.06860388739821,4.00744235673848e-07,3.60740427830811e-05
"MAP2K1",268.222757018076,0.920805512704649,0.181805612404767,5.0647804571324,4.0887128111874e-07,3.66441919227207e-05
